AuthorId,RecipeId,Rating,Like,TestSetId
2000005614B,368209,NA,NA,905
1278244A,183851,2,NA,906
844967C,236822,NA,NA,907
2001270594D,131044,NA,NA,908
2890276A,68659,2,NA,909
2890276A,91926,NA,NA,910
1319565E,167058,2,NA,911
2211083B,19474,2,NA,912
888129D,359768,NA,NA,913
2163928E,93187,2,NA,914
2163928E,133998,2,NA,915
2002225745C,488751,2,NA,916
889816C,92480,NA,NA,917
2449577C,85921,2,NA,918
142364A,143437,2,NA,919
2000052526A,70522,2,NA,920
2001464777D,232717,NA,NA,921
72745C,285207,NA,NA,922
25237A,129598,2,NA,923
189595C,376199,NA,NA,924
399166D,69173,2,NA,925
399166D,64138,2,NA,926
399166D,347655,NA,NA,927
456245C,67068,2,NA,928
456245C,288912,2,NA,929
1457076C,92692,NA,NA,930
2002168361C,299483,2,NA,931
2178D,305575,2,NA,932
2002180927C,151057,NA,NA,933
327249B,66675,2,NA,934
1826792E,76673,NA,NA,935
947629D,78350,2,NA,936
947629D,138620,2,NA,937
947629D,52104,2,NA,938
458573E,84304,2,NA,939
458573E,126616,NA,NA,940
2001123919E,337385,2,NA,941
262035D,173013,NA,NA,942
1236403B,26110,2,NA,943
2002523185B,86623,2,NA,944
12625E,157316,2,NA,945
1256021C,159555,NA,NA,946
717153D,80156,NA,NA,947
2000824535C,112074,2,NA,948
1086156E,52206,2,NA,949
2001820155E,15866,NA,NA,950
2641137A,208299,2,NA,951
40384C,54257,2,NA,952
1800072825D,47750,2,NA,953
1290504A,81251,NA,NA,954
1290504A,50796,NA,NA,955
1290504A,285530,2,NA,956
1290504A,221743,NA,NA,957
1290504A,16545,2,NA,958
1290504A,219907,2,NA,959
1015478D,55916,2,NA,960
1995953A,264596,NA,NA,961
1929948E,128566,2,NA,962
12453458A,416502,NA,NA,963
1229075C,29569,2,NA,964
2001910644B,395145,2,NA,965
2002140854E,67256,NA,NA,966
2000829481E,80156,NA,NA,967
2002146734B,57466,2,NA,968
2002146734B,18597,2,NA,969
634357B,116610,NA,NA,970
1425594D,43509,NA,NA,971
2771800A,74969,2,NA,972
894256E,145662,NA,NA,973
894256E,333219,2,NA,974
2001827570A,151038,NA,NA,975
2048637E,2496,2,NA,976
353401A,90243,2,NA,977
2002377677B,14199,NA,NA,978
246197A,252563,NA,NA,979
246197A,261948,NA,NA,980
185450E,335824,2,NA,981
185450E,50719,2,NA,982
1293156C,29068,2,NA,983
179132B,322553,2,NA,984
1028213C,9411,2,NA,985
886155B,92702,2,NA,986
2083940E,43779,NA,NA,987
2798110C,110506,2,NA,988
2798110C,133751,2,NA,989
786406D,19301,NA,NA,990
786406D,126789,2,NA,991
2705092E,97098,NA,NA,992
1994116C,131018,2,NA,993
2000458355B,215171,2,NA,994
1381899E,2537,NA,NA,995
1009922B,301013,NA,NA,996
431085C,94198,NA,NA,997
2383637A,375770,NA,NA,998
629859C,180805,2,NA,999
2951884D,86248,NA,NA,1000
80398D,117892,2,NA,1001
2413258B,478368,2,NA,1002
2413258B,156133,NA,NA,1003
321374D,117345,NA,NA,1004
1821715E,121780,2,NA,1005
2002173959B,6649,NA,NA,1006
1341492B,298571,2,NA,1007
2000519210B,647,2,NA,1008
1511439B,281644,2,NA,1009
709986E,48697,2,NA,1010
2374496A,10624,NA,NA,1011
943432E,131018,NA,NA,1012
2297372C,155186,2,NA,1013
256334B,355419,2,NA,1014
886917C,8701,NA,NA,1015
886917C,10849,NA,NA,1016
886917C,106436,2,NA,1017
886917C,100346,NA,NA,1018
2001791235A,184674,NA,NA,1019
13670A,17943,2,NA,1020
13670A,304233,2,NA,1021
400832E,112103,2,NA,1022
1082670C,49261,NA,NA,1023
2609573D,459803,2,NA,1024
2776058E,495175,2,NA,1025
2889093E,19084,2,NA,1026
2513063D,15958,2,NA,1027
2001215028B,93094,NA,NA,1028
2002223719C,305470,2,NA,1029
2001372287E,29597,NA,NA,1030
2002898648B,116849,2,NA,1031
2915383C,416017,2,NA,1032
539352A,415429,NA,NA,1033
2428665C,414536,NA,NA,1034
2002259245C,12730,NA,NA,1035
1803399268B,26773,NA,NA,1036
2726970A,164883,NA,NA,1037
73583D,45126,NA,NA,1038
1929339B,86410,2,NA,1039
41988827C,203777,NA,NA,1040
2001624298E,54225,NA,NA,1041
1801977865E,183371,NA,NA,1042
203759A,105865,2,NA,1043
2667297C,167576,2,NA,1044
41531A,25885,2,NA,1045
2001015499E,337294,2,NA,1046
2000075908C,103772,2,NA,1047
1315027A,130947,2,NA,1048
1084021E,318452,2,NA,1049
2000969946C,66100,2,NA,1050
2248489E,22542,2,NA,1051
1288070E,84612,2,NA,1052
920861E,95222,NA,NA,1053
2002758233C,446770,2,NA,1054
1614610B,35805,NA,NA,1055
1661763E,53086,NA,NA,1056
2002238223C,77397,2,NA,1057
2002736156C,62863,2,NA,1058
46678C,39087,2,NA,1059
1417611A,135880,NA,NA,1060
436240A,84419,NA,NA,1061
335974C,106260,NA,NA,1062
2001550181E,127763,2,NA,1063
18299E,97573,2,NA,1064
2002254730E,261889,NA,NA,1065
1802616765B,27208,2,NA,1066
2215834D,82418,2,NA,1067
940741B,97273,NA,NA,1068
940741B,102860,2,NA,1069
940741B,112425,NA,NA,1070
1800061928D,12572,NA,NA,1071
2000638129C,273842,NA,NA,1072
2203607E,264191,NA,NA,1073
231627D,70165,NA,NA,1074
125653E,296953,NA,NA,1075
103226C,134557,NA,NA,1076
1134258B,1242,2,NA,1077
1147478D,50510,2,NA,1078
1147478D,52358,NA,NA,1079
2198640C,301754,2,NA,1080
2000161637B,55514,NA,NA,1081
81667D,33919,2,NA,1082
2000658943C,111412,2,NA,1083
2175491C,128956,2,NA,1084
1047621B,241139,2,NA,1085
1374871B,365227,2,NA,1086
2002423452A,79944,NA,NA,1087
1173208E,94364,NA,NA,1088
1173208E,86133,2,NA,1089
2241120B,17155,2,NA,1090
528006C,97325,NA,NA,1091
2250229E,63828,NA,NA,1092
1042583A,94536,2,NA,1093
2001617122C,76475,NA,NA,1094
124233C,458408,2,NA,1095
2208521A,376155,2,NA,1096
1651201E,368209,2,NA,1097
1800426704A,27887,NA,NA,1098
1023808C,361331,2,NA,1099
353973E,248806,2,NA,1100
2002644967C,449452,NA,NA,1101
2001658032A,483231,2,NA,1102
1563723C,21843,2,NA,1103
405597B,39526,2,NA,1104
920236B,72794,2,NA,1105
1630601B,105830,2,NA,1106
2002293362E,59155,NA,NA,1107
970425D,213659,NA,NA,1108
2000894973B,59635,2,NA,1109
797963A,384599,NA,NA,1110
399417C,30526,2,NA,1111
22132C,462915,2,NA,1112
22132C,258464,NA,NA,1113
2001791925D,12648,NA,NA,1114
147026B,4637,NA,NA,1115
1207274E,33841,2,NA,1116
2001283484C,66331,2,NA,1117
175838A,197357,2,NA,1118
848288E,412375,2,NA,1119
848288E,13309,NA,NA,1120
2000492724D,80661,2,NA,1121
1401897A,96008,NA,NA,1122
1401897A,159739,NA,NA,1123
2002156905E,147584,2,NA,1124
1340596B,434424,NA,NA,1125
1802587538D,46877,NA,NA,1126
2872582D,164167,2,NA,1127
2580239D,282232,2,NA,1128
2000952821B,17453,NA,NA,1129
107631B,61718,NA,NA,1130
344974D,283967,NA,NA,1131
2047630E,430565,2,NA,1132
125971C,129773,NA,NA,1133
125971C,22782,NA,NA,1134
2769973C,29017,NA,NA,1135
1520241A,264191,NA,NA,1136
1086083A,44115,2,NA,1137
600047D,114514,2,NA,1138
539366E,284999,NA,NA,1139
648917D,39011,NA,NA,1140
1579473C,47856,2,NA,1141
42791857C,215397,2,NA,1142
2000966306E,200511,2,NA,1143
1037380D,143244,2,NA,1144
2000867021E,417092,NA,NA,1145
2033084D,209601,NA,NA,1146
2001230882B,235271,2,NA,1147
1803234586C,248110,2,NA,1148
2001319646C,147458,NA,NA,1149
2001883547E,49455,2,NA,1150
1903672A,32625,2,NA,1151
31088A,294898,2,NA,1152
763664C,7427,NA,NA,1153
2000604182C,210212,NA,NA,1154
2001868319D,221665,2,NA,1155
2001868319D,119255,NA,NA,1156
777156C,71203,2,NA,1157
523939B,497736,2,NA,1158
1590185D,50353,2,NA,1159
1803588133E,392314,NA,NA,1160
1800042695B,157939,2,NA,1161
2000191280D,96980,NA,NA,1162
2000191280D,102083,NA,NA,1163
1867221C,141406,2,NA,1164
891454B,89280,NA,NA,1165
1768439D,190529,2,NA,1166
2000574032D,2537,NA,NA,1167
333799E,311020,NA,NA,1168
2002749574C,11180,NA,NA,1169
89613D,265646,2,NA,1170
367745E,449452,2,NA,1171
2391978D,70921,2,NA,1172
2391978D,127931,NA,NA,1173
195969B,39087,NA,NA,1174
2883434E,73166,2,NA,1175
2622586E,262960,NA,NA,1176
791922E,78028,NA,NA,1177
1361987E,10310,NA,NA,1178
1361987E,389680,2,NA,1179
1420553C,87414,2,NA,1180
117003C,323698,2,NA,1181
2002158157D,10712,NA,NA,1182
1519728E,82102,NA,NA,1183
2699274C,154918,2,NA,1184
1802465548D,22169,NA,NA,1185
1464792E,519723,NA,NA,1186
475345E,60350,2,NA,1187
2000273251C,132263,NA,NA,1188
360471C,37020,2,NA,1189
360471C,53914,NA,NA,1190
230637C,97361,NA,NA,1191
557486A,201336,2,NA,1192
484489D,275486,2,NA,1193
42688C,423316,NA,NA,1194
308932A,10744,2,NA,1195
308932A,65768,NA,NA,1196
308932A,390254,2,NA,1197
308932A,447582,NA,NA,1198
308932A,91781,NA,NA,1199
1589500D,131018,2,NA,1200
2001598827E,475262,2,NA,1201
2904685C,54351,NA,NA,1202
181107B,54225,NA,NA,1203
1765903A,17140,NA,NA,1204
267778A,254656,NA,NA,1205
2638123B,447688,2,NA,1206
2001944660C,31358,NA,NA,1207
2161108E,151035,2,NA,1208
1373251D,114392,2,NA,1209
1803544937C,156305,NA,NA,1210
869415B,38251,2,NA,1211
2002219802E,220872,2,NA,1212
2002219802E,202657,NA,NA,1213
2002219802E,33520,NA,NA,1214
2002219802E,51041,NA,NA,1215
2002219802E,16887,NA,NA,1216
2002219802E,9004,NA,NA,1217
235755E,288251,NA,NA,1218
828068B,18552,2,NA,1219
828068B,34396,NA,NA,1220
929091D,83429,2,NA,1221
2000736288C,185833,2,NA,1222
483650A,177655,2,NA,1223
2643772A,399381,2,NA,1224
786357C,427399,NA,NA,1225
786357C,24044,2,NA,1226
2117876A,107570,NA,NA,1227
2001249769B,261788,NA,NA,1228
1802636254B,38238,NA,NA,1229
1626227D,115153,NA,NA,1230
490320E,353979,2,NA,1231
490320E,57947,2,NA,1232
53848B,9954,NA,NA,1233
2002504941A,21320,2,NA,1234
2002504941A,98918,NA,NA,1235
2000285778B,123107,NA,NA,1236
1330783B,51104,NA,NA,1237
1330783B,31809,NA,NA,1238
1330783B,9058,NA,NA,1239
1330783B,31804,NA,NA,1240
1330783B,1485,2,NA,1241
43478D,38764,NA,NA,1242
1165723E,179056,NA,NA,1243
2001664594D,153934,2,NA,1244
913784B,142502,2,NA,1245
591401B,28817,NA,NA,1246
591401B,258726,2,NA,1247
591401B,223356,2,NA,1248
332586C,334717,NA,NA,1249
1486488A,159272,2,NA,1250
96489E,54225,2,NA,1251
2749487D,21324,2,NA,1252
242274D,115253,2,NA,1253
242274D,76491,NA,NA,1254
242274D,57130,2,NA,1255
2002161068A,194447,NA,NA,1256
490416E,173518,2,NA,1257
2001351776A,130740,2,NA,1258
1802536141D,146549,2,NA,1259
1132459E,242083,2,NA,1260
1228372E,268448,2,NA,1261
958275C,200767,NA,NA,1262
1932847E,358839,2,NA,1263
282005C,459093,NA,NA,1264
195934A,479018,2,NA,1265
9622D,429965,NA,NA,1266
172672D,384799,2,NA,1267
1386143A,275256,NA,NA,1268
2002073687B,261006,NA,NA,1269
1744271A,356542,2,NA,1270
1640831A,371464,2,NA,1271
1800085708C,34601,2,NA,1272
2002026425D,115220,2,NA,1273
2000364363E,507069,2,NA,1274
2782452E,30946,2,NA,1275
2075338D,272878,NA,NA,1276
121618E,107973,2,NA,1277
1656428C,287041,NA,NA,1278
1656428C,68404,2,NA,1279
522982C,4633,NA,NA,1280
522982C,27895,NA,NA,1281
522982C,175799,2,NA,1282
522982C,245857,2,NA,1283
522982C,191151,2,NA,1284
2656060B,68955,2,NA,1285
1424419C,257122,2,NA,1286
2000556926D,121580,2,NA,1287
2000580383D,22782,2,NA,1288
178619C,15577,2,NA,1289
2639172C,64049,NA,NA,1290
1997290D,43770,2,NA,1291
424604B,198647,NA,NA,1292
424604B,111829,NA,NA,1293
2000467887A,26773,2,NA,1294
2213816B,36869,NA,NA,1295
2658742A,81852,NA,NA,1296
2614308E,384181,2,NA,1297
130972D,501987,2,NA,1298
1172940E,79032,2,NA,1299
188547C,55516,2,NA,1300
392899A,59318,2,NA,1301
422957E,186948,NA,NA,1302
232069B,8596,2,NA,1303
2000623468D,105617,2,NA,1304
2000858990D,48356,NA,NA,1305
2000279422D,21706,2,NA,1306
2000279422D,14896,NA,NA,1307
2000279422D,147728,NA,NA,1308
2000279422D,8782,2,NA,1309
1241693A,122878,NA,NA,1310
2001016614D,70339,2,NA,1311
1753417B,55796,2,NA,1312
1517435D,47296,2,NA,1313
2000082130A,538532,NA,NA,1314
148974C,24903,2,NA,1315
148974C,1168,2,NA,1316
1800203092C,21582,2,NA,1317
2649247C,90739,NA,NA,1318
2002108797D,429498,NA,NA,1319
379638E,15220,2,NA,1320
1800378890A,8567,2,NA,1321
200769B,492427,NA,NA,1322
2001678170B,74410,2,NA,1323
2001658684A,63568,NA,NA,1324
547996D,352673,2,NA,1325
1511756D,88420,NA,NA,1326
526982B,349377,NA,NA,1327
221541B,119804,2,NA,1328
2000091388D,219235,NA,NA,1329
1800066445B,33671,2,NA,1330
964480C,254495,NA,NA,1331
2001397030C,162319,NA,NA,1332
2002459952D,8680,NA,NA,1333
2002459952D,304747,NA,NA,1334
2001833289C,87080,2,NA,1335
2001833289C,167611,2,NA,1336
2000144087C,102700,NA,NA,1337
1568673D,27893,NA,NA,1338
2002521816D,111697,NA,NA,1339
1367600C,179336,2,NA,1340
2001865303B,58309,NA,NA,1341
1950104A,15242,NA,NA,1342
222386D,150384,2,NA,1343
41874017B,90502,2,NA,1344
2001357058E,88740,NA,NA,1345
1451570A,128132,NA,NA,1346
1516791B,256146,2,NA,1347
2001076833B,32204,NA,NA,1348
2002240998B,8466,2,NA,1349
2001926669E,98182,NA,NA,1350
2000312618D,38510,2,NA,1351
992429E,222109,NA,NA,1352
2001719328E,440495,NA,NA,1353
2535488D,8596,2,NA,1354
2524938D,16849,2,NA,1355
2524938D,25775,2,NA,1356
2112734E,77417,NA,NA,1357
1971865A,232433,NA,NA,1358
2001589019E,260375,2,NA,1359
2443592E,19529,NA,NA,1360
30727E,195253,NA,NA,1361
189166B,282598,2,NA,1362
496929A,329491,NA,NA,1363
257955D,103036,NA,NA,1364
1001341D,65829,NA,NA,1365
878971D,9962,2,NA,1366
2865217A,230483,2,NA,1367
1800242594B,67437,NA,NA,1368
2001862232B,19424,2,NA,1369
2001188362A,107752,NA,NA,1370
69765D,100407,2,NA,1371
2746099C,99062,NA,NA,1372
817160E,136206,2,NA,1373
1455050C,16539,NA,NA,1374
62031A,424577,2,NA,1375
2001336418B,172675,NA,NA,1376
2754835D,10108,2,NA,1377
2001081653E,41426,NA,NA,1378
2001081653E,59469,NA,NA,1379
2001081653E,26309,NA,NA,1380
419200B,194977,2,NA,1381
2002539243E,255194,NA,NA,1382
2002125932A,43509,NA,NA,1383
2002125932A,77978,2,NA,1384
1385837D,49461,NA,NA,1385
1385837D,14520,NA,NA,1386
1385837D,145212,2,NA,1387
995952A,187890,2,NA,1388
1190633C,79717,NA,NA,1389
1113846C,50719,NA,NA,1390
1365271C,449378,2,NA,1391
1290573C,27208,2,NA,1392
1290573C,69063,NA,NA,1393
818214B,264191,2,NA,1394
1802756343C,422184,NA,NA,1395
973758D,231813,NA,NA,1396
693865B,11028,2,NA,1397
2000729794D,48693,2,NA,1398
2002524052D,252695,2,NA,1399
1355497C,469263,2,NA,1400
2000409874A,18612,NA,NA,1401
2001669801B,4332,2,NA,1402
2000400955A,274020,NA,NA,1403
2000678012D,287634,2,NA,1404
1028564D,21581,NA,NA,1405
1802556306C,54722,NA,NA,1406
1957353A,110548,NA,NA,1407
1828912D,344877,NA,NA,1408
1127007D,214350,NA,NA,1409
1061715B,80470,2,NA,1410
2000807260E,374484,NA,NA,1411
2000807260E,79431,2,NA,1412
2002658750B,185297,NA,NA,1413
2002658750B,61214,2,NA,1414
2002289570D,40453,2,NA,1415
1564052B,48611,NA,NA,1416
2095384D,22188,2,NA,1417
1004811A,390681,NA,NA,1418
1782480A,60350,2,NA,1419
525393E,383186,2,NA,1420
1083563A,261889,NA,NA,1421
2001407716C,125908,2,NA,1422
1612105B,205458,2,NA,1423
1612105B,260021,NA,NA,1424
1230705D,299038,2,NA,1425
1710888C,144711,NA,NA,1426
1876533D,29601,2,NA,1427
610721C,73051,2,NA,1428
1699555D,82770,NA,NA,1429
278677D,198130,2,NA,1430
1800263463D,147458,NA,NA,1431
151312D,173673,NA,NA,1432
2008235A,475906,NA,NA,1433
2368809C,198390,2,NA,1434
937446E,15846,2,NA,1435
2000486813D,162379,NA,NA,1436
2000411094B,71109,NA,NA,1437
2000403091D,3595,2,NA,1438
2000403091D,288123,NA,NA,1439
2000403091D,57297,2,NA,1440
2001577195A,24559,NA,NA,1441
1869529E,16246,NA,NA,1442
1886382A,105394,2,NA,1443
2207424A,149038,NA,NA,1444
2000397540D,39362,2,NA,1445
1800083012B,65409,2,NA,1446
2000025973D,179050,NA,NA,1447
487394B,83625,NA,NA,1448
1187358D,10406,NA,NA,1449
536728E,31750,2,NA,1450
536728E,174930,2,NA,1451
536728E,65049,2,NA,1452
630699D,380814,NA,NA,1453
2341742A,42725,2,NA,1454
1744112A,204722,NA,NA,1455
2002542727D,138983,NA,NA,1456
636105D,28058,NA,NA,1457
1800130991E,175680,NA,NA,1458
1800130991E,73825,2,NA,1459
1219575C,122158,NA,NA,1460
1233796D,128848,2,NA,1461
2002376140E,10331,NA,NA,1462
2001749280D,111089,NA,NA,1463
2000963228A,66538,NA,NA,1464
2002874644C,434863,2,NA,1465
1801001164E,82925,2,NA,1466
1801001164E,48206,NA,NA,1467
1637766D,120403,NA,NA,1468
2000901263A,107037,2,NA,1469
1637413B,99056,NA,NA,1470
1860512C,442100,2,NA,1471
180369B,15658,2,NA,1472
839962D,16687,2,NA,1473
839962D,81943,NA,NA,1474
1803440094A,109902,NA,NA,1475
1257668B,199019,2,NA,1476
1077001A,185342,NA,NA,1477
1789581A,45889,2,NA,1478
2002745770D,103843,NA,NA,1479
194226B,32503,NA,NA,1480
1803432454A,13982,NA,NA,1481
1803432454A,50064,2,NA,1482
165074B,43895,NA,NA,1483
165074B,292602,2,NA,1484
2001031333D,413791,NA,NA,1485
2633341D,68678,2,NA,1486
2000376264B,47326,NA,NA,1487
2002128511B,346077,2,NA,1488
2002789960C,22133,NA,NA,1489
407236C,28670,NA,NA,1490
1803059655A,53192,2,NA,1491
1670573B,53726,NA,NA,1492
1074420B,31110,2,NA,1493
2001839817C,494182,NA,NA,1494
557521A,164706,2,NA,1495
2734390B,135350,2,NA,1496
2001709420D,103916,2,NA,1497
1340327E,316247,NA,NA,1498
1976759A,427536,2,NA,1499
1276463E,156140,2,NA,1500
2001390140B,390318,2,NA,1501
2000094076D,110506,NA,NA,1502
2000094076D,63785,2,NA,1503
2002022183E,76342,2,NA,1504
1085125C,198279,2,NA,1505
2000582162C,40339,2,NA,1506
414044A,12458,2,NA,1507
1496505E,95416,NA,NA,1508
1496505E,78693,2,NA,1509
1496505E,141367,2,NA,1510
1496505E,186291,2,NA,1511
1101581D,266406,2,NA,1512
447231B,80693,2,NA,1513
447231B,248253,2,NA,1514
447231B,113885,2,NA,1515
2001589267C,53508,NA,NA,1516
2000337576B,25348,NA,NA,1517
1124987C,23821,2,NA,1518
1124987C,387926,2,NA,1519
1124987C,184255,2,NA,1520
1124987C,335334,2,NA,1521
1124987C,148068,2,NA,1522
1124987C,26440,NA,NA,1523
1124987C,23457,NA,NA,1524
268274D,70538,2,NA,1525
510186C,38669,2,NA,1526
1491766C,416469,NA,NA,1527
574027C,113404,2,NA,1528
2300082E,55098,NA,NA,1529
2002912E,188329,NA,NA,1530
1400694E,323347,NA,NA,1531
495598B,251220,2,NA,1532
495598B,33104,2,NA,1533
495598B,180266,NA,NA,1534
363783D,49481,2,NA,1535
59458A,15398,NA,NA,1536
364553A,59940,2,NA,1537
576479D,16720,2,NA,1538
2002825812D,61711,2,NA,1539
2000277727A,484807,NA,NA,1540
606337D,46221,NA,NA,1541
606337D,23811,NA,NA,1542
606337D,95704,2,NA,1543
606337D,25121,NA,NA,1544
2002402122C,174406,NA,NA,1545
2002871118D,132263,2,NA,1546
914496A,243768,NA,NA,1547
914496A,73440,NA,NA,1548
2000657564A,54485,2,NA,1549
1764476C,255686,2,NA,1550
1764476C,162379,2,NA,1551
2000345677E,32844,2,NA,1552
2555763D,169160,2,NA,1553
2725914D,170094,NA,NA,1554
2002269570E,213548,2,NA,1555
1369564E,263499,2,NA,1556
757483A,65973,2,NA,1557
1802688295C,102617,2,NA,1558
1784089D,221743,NA,NA,1559
2001712242C,10269,2,NA,1560
453020A,147494,2,NA,1561
2348641D,392373,2,NA,1562
1186920B,150596,2,NA,1563
2692900C,71864,NA,NA,1564
1534138B,378604,NA,NA,1565
1199563C,234086,2,NA,1566
679765C,184333,NA,NA,1567
2000382086D,318546,NA,NA,1568
1897157A,375770,NA,NA,1569
1161772A,25420,2,NA,1570
2000219742B,389852,2,NA,1571
2000219742B,105404,2,NA,1572
2239405E,301754,2,NA,1573
1803185952E,464110,2,NA,1574
1803185952E,18358,2,NA,1575
1803185952E,30880,2,NA,1576
1803185952E,28261,NA,NA,1577
2002578331B,17394,2,NA,1578
2002005187E,92647,2,NA,1579
834476B,242509,2,NA,1580
2000263901D,260037,2,NA,1581
2000263901D,138834,NA,NA,1582
2001041641E,35450,2,NA,1583
2001107811D,12521,2,NA,1584
2942806B,41594,2,NA,1585
2696316C,126879,2,NA,1586
260165C,280351,2,NA,1587
2002556245A,82925,2,NA,1588
1803492922C,26671,2,NA,1589
388200B,391316,NA,NA,1590
2000694279C,28995,2,NA,1591
2001598755D,60350,2,NA,1592
134717A,8727,NA,NA,1593
1124878A,26337,NA,NA,1594
2181426D,330199,2,NA,1595
768043D,183176,2,NA,1596
2527809C,138288,2,NA,1597
2002168070D,136256,2,NA,1598
1214821C,28807,2,NA,1599
1802852938C,55656,2,NA,1600
1848629D,26849,NA,NA,1601
763863D,169079,2,NA,1602
279154C,17123,2,NA,1603
2000789807D,200066,NA,NA,1604
522786D,68437,NA,NA,1605
609954B,3470,NA,NA,1606
2196253E,95222,2,NA,1607
2002166812C,161205,2,NA,1608
2002508869B,177367,2,NA,1609
2000981812A,362812,NA,NA,1610
913471A,19567,2,NA,1611
2002039417A,12249,2,NA,1612
229541D,59900,2,NA,1613
484848D,105218,NA,NA,1614
2100543E,320938,NA,NA,1615
2002849197B,349246,2,NA,1616
2001523213C,38669,NA,NA,1617
607339C,443792,2,NA,1618
1150987A,113608,2,NA,1619
785638A,76073,NA,NA,1620
2002419651C,411042,2,NA,1621
2001663377B,311020,NA,NA,1622
499032D,31901,NA,NA,1623
634704D,51833,2,NA,1624
308586A,11194,NA,NA,1625
2784206A,171314,NA,NA,1626
2002712865C,137530,2,NA,1627
2002712865C,25258,2,NA,1628
320983B,184963,NA,NA,1629
1518843E,339807,2,NA,1630
959967E,359768,NA,NA,1631
2393531A,310907,NA,NA,1632
2393531A,19091,NA,NA,1633
2393531A,26370,2,NA,1634
1803765276A,253719,2,NA,1635
1011996D,28683,2,NA,1636
2001501269C,135870,2,NA,1637
857093E,101699,NA,NA,1638
2413367B,73166,2,NA,1639
1802517349E,11642,2,NA,1640
644828E,208657,NA,NA,1641
707671B,51081,NA,NA,1642
2001679686B,346405,NA,NA,1643
923389D,50847,2,NA,1644
2000051544D,151727,NA,NA,1645
225124E,357575,NA,NA,1646
2001083208E,131300,2,NA,1647
1485210C,208556,2,NA,1648
1802628226C,102083,2,NA,1649
1802628226C,48635,NA,NA,1650
2204308E,77554,2,NA,1651
2001319261E,326272,NA,NA,1652
1178554A,50719,2,NA,1653
2551051B,456573,2,NA,1654
283954C,492049,NA,NA,1655
1995956B,77602,NA,NA,1656
723815C,251761,NA,NA,1657
2000776750D,333802,2,NA,1658
2002161592B,405993,NA,NA,1659
2002719791E,114392,2,NA,1660
2001949873E,253657,2,NA,1661
2920188C,245872,NA,NA,1662
202619C,11816,2,NA,1663
2161389D,89007,NA,NA,1664
2911058C,364736,2,NA,1665
2911058C,283906,NA,NA,1666
980477A,72769,NA,NA,1667
626432B,114514,NA,NA,1668
2863246B,301362,NA,NA,1669
2555501A,75568,NA,NA,1670
2555501A,32460,NA,NA,1671
2002399048D,191398,NA,NA,1672
2000137021A,311007,NA,NA,1673
2001381325A,19710,2,NA,1674
689405C,2930,NA,NA,1675
864207D,45809,NA,NA,1676
119140C,54782,2,NA,1677
2000202955A,343162,NA,NA,1678
567781C,501743,2,NA,1679
1803664743C,28148,2,NA,1680
2000125075D,5000,NA,NA,1681
2000125075D,34239,NA,NA,1682
55065E,263091,NA,NA,1683
2002429822D,16315,NA,NA,1684
2000454260B,469427,2,NA,1685
640435E,523752,2,NA,1686
1537722B,45518,NA,NA,1687
11690837A,431756,NA,NA,1688
2001954840E,4049,NA,NA,1689
59464B,304705,2,NA,1690
2002100378E,14277,2,NA,1691
912491D,68754,NA,NA,1692
736329D,57909,NA,NA,1693
2000915416D,20762,NA,NA,1694
378487B,23560,NA,NA,1695
2002252867D,113053,NA,NA,1696
2409638A,31195,2,NA,1697
1551788C,249740,2,NA,1698
762246E,2583,2,NA,1699
2001636172D,429242,2,NA,1700
2001334670E,176110,2,NA,1701
2002184963B,179487,NA,NA,1702
568682A,392378,2,NA,1703
2002278410A,205336,NA,NA,1704
605571D,115849,2,NA,1705
2396167D,238625,NA,NA,1706
84441D,133842,NA,NA,1707
1152519E,25518,NA,NA,1708
662999C,45182,NA,NA,1709
2147602B,140744,2,NA,1710
2000542899B,99049,NA,NA,1711
2000542899B,9860,NA,NA,1712
1499414C,132263,2,NA,1713
2000399707B,181852,2,NA,1714
794456A,258828,2,NA,1715
673692E,155430,NA,NA,1716
985459C,1209,2,NA,1717
72882A,50719,NA,NA,1718
166926D,33919,NA,NA,1719
1973094D,69013,NA,NA,1720
1347254E,38295,NA,NA,1721
1854072E,3360,NA,NA,1722
1657484D,27208,NA,NA,1723
1895612C,328726,NA,NA,1724
211929B,101011,2,NA,1725
451226D,15242,2,NA,1726
1732626C,337664,NA,NA,1727
280572B,410387,NA,NA,1728
1802394986E,46389,2,NA,1729
1802394986E,123316,2,NA,1730
1802394986E,78881,NA,NA,1731
1802394986E,146520,2,NA,1732
63995E,45287,2,NA,1733
921459A,375948,NA,NA,1734
921459A,78706,NA,NA,1735
921459A,111820,NA,NA,1736
